X2,X3,X5,X6,X7,X8,X9,X11,X12,X16,X17,X18,X19,X21,X23,X24,X25,X26,X27,X28,X37,X50,X52,X53,X55,X56,X57,Y
0.11239495798319328,0.0,0.3060836501901141,0.0,0.34853420195439744,0.08150470219435738,0.12264150943396225,0.0,0.12403100775193797,0.0,0.0,0.3870192307692308,0.2450980392156863,0.1407563025210084,0.0,0.07202216066481995,0.0,0.0,0.0,0.0,0.0,0.04065399911621741,0.0507280413339596,0.0,0.05985902255639097,0.060642092746730075,0.09010930418555052,1
0.056722689075630266,0.0,0.0,0.0,0.35179153094462545,0.0,0.0,0.3272727272727273,0.08372093023255814,0.3328220858895706,0.0,0.12980769230769232,0.22829131652661064,0.11344537815126053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05229372162204477,0.0,0.003054511278195489,0.004756242568370986,0.013862969874700079,1
0.0,0.0,0.0,0.0,0.0,0.3260188087774295,0.0,0.3151515151515152,0.16124031007751938,0.15950920245398773,0.0,0.0,0.2563025210084034,0.1092436974789916,0.6061776061776062,0.1440443213296399,0.0,0.0,0.0,0.0,0.0,0.0,0.08439016752779081,0.13199214916584887,0.0449906015037594,0.054696789536266346,0.0722474006931485,1
0.0,0.0,0.0,0.0,0.0,0.7836990595611286,0.0,0.0,0.0,0.0,0.3501400560224089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08307556341140081,0.0,0.09224730127576054,0.023919172932330826,0.02378121284185493,0.020527859237536656,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09147286821705426,0.0,0.0,0.0,0.16666666666666666,0.125,0.0,0.0,0.0952,0.17867867867867868,0.0,0.0,0.0,0.04551480335837384,0.0,0.0,0.01960526315789474,0.06420927467300831,0.03758997600639829,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30760000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015995734470807786,0
0.0,0.0,0.34410646387832705,0.0,0.0,0.0,0.0,0.0,0.2806201550387597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2717631462660186,0.0,0.0,0.003646616541353383,0.004756242568370986,0.0063982937883231145,0
0.05252100840336135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31007751937984496,0.0,0.1400560224089636,0.0,0.0,0.0,0.0,0.0,0.12,0.15015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.004398496240601507,0.004756242568370986,0.01812849906691549,0
0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.8242424242424243,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857144,0.0,0.0,0.0544,0.0,0.0,0.14285714285714288,0.4084084084084084,0.0,0.0,0.0,0.026560150375939846,0.03448275862068965,0.07011463609704079,1
0.0,0.12672811059907835,0.0,0.0,0.0,0.0,0.0,0.0,0.08527131782945736,0.0,0.0,0.0,0.03851540616246499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038444542642509946,0.0,0.0,0.014473684210526316,0.054696789536266346,0.02479338842975207,0
0.13865546218487396,0.0,0.0,0.0,0.0,0.0,0.3113207547169811,0.0,0.034108527131782945,0.0,0.0,0.2115384615384615,0.04621848739495799,0.09243697478991596,0.0,0.0,0.1408,0.0,0.0616,0.0,0.0,0.010163499779054352,0.0036010646625958967,0.023061825318940136,0.07293233082706768,0.19024970273483946,0.23327112769928016,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015601503759398484,0.0011890606420927464,0.0015995734470807786,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1792717086834734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07405667762642867,0.0,0.013665413533834587,0.016646848989298454,0.0069314849373500395,0
0.0,0.20506912442396316,0.3403041825095057,0.2095238095238095,0.0,0.0,0.0,0.0,0.06821705426356589,0.20552147239263804,0.0,0.0,0.15686274509803924,0.4705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.011748120300751879,0.013079667063020214,0.03812316715542522,1
0.0,0.07142857142857142,0.0,0.023809523809523808,0.0,0.015673981191222573,0.22169811320754712,0.0,0.02325581395348837,0.0,0.07282913165266107,0.012019230769230768,0.014705882352941175,0.015756302521008403,0.0,0.0,0.0632,0.12762762762762764,0.002,0.0,0.2552552552552553,0.08926204153778172,0.0,0.006869479882237488,0.01989661654135338,0.060642092746730075,0.3471074380165289,0
0.01785714285714286,0.0783410138248848,0.2775665399239544,0.08095238095238096,0.02605863192182411,0.0,0.11792452830188678,0.0,0.2124031007751938,0.07822085889570553,0.02240896358543417,0.019230769230769232,0.24019607843137256,0.08088235294117647,0.03088803088803089,0.04709141274238228,0.0,0.0,0.0,0.0,0.0,0.03402562969509501,0.054485674025364014,0.05053974484789008,0.0412781954887218,0.14030915576694408,0.3878965609170888,1
0.0,0.10368663594470047,0.041825095057034224,0.10476190476190476,0.0,0.0,0.3160377358490566,0.13333333333333333,0.13953488372093026,0.033742331288343565,0.0,0.0,0.09453781512605043,0.11764705882352942,0.08494208494208494,0.06094182825484765,0.0,0.0,0.0,0.0,0.0,0.11400795404330535,0.020197275716298733,0.09470068694798822,0.0588157894736842,0.08323424494649226,0.16422287390029325,1
0.05882352941176471,0.06451612903225808,0.0,0.0,0.1824104234527688,0.0,0.0,0.1696969696969697,0.0868217054263566,0.21625766871165644,0.07843137254901962,0.0,0.13795518207282914,0.11764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050375607600530274,0.023954908407703143,0.0,0.0775375939849624,0.4673008323424495,0.14769394828045854,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30288461538461536,0.35434173669467783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11621741051701286,0.0,0.0,0.009398496240601505,0.004756242568370986,0.008264462809917356,0
0.0,0.16359447004608293,0.043726235741444866,0.0,0.0,0.0,0.10849056603773584,0.1393939393939394,0.2945736434108527,0.035276073619631906,0.0,0.0,0.2668067226890756,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0490499337163058,0.16361359010490056,0.018155053974484792,0.02840225563909775,0.11414982164090368,0.14449480138629694,1
0.08403361344537816,0.0,0.15209125475285173,0.0,0.0,0.0,0.0,0.0,0.12403100775193797,0.2469325153374233,0.0,0.1923076923076923,0.056022408963585436,0.2531512605042017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18662909033975256,0.0,0.004351503759398497,0.013079667063020214,0.026659557451346308,1
0.025210084033613446,0.2834101382488479,0.0779467680608365,0.2714285714285714,0.15960912052117265,0.10031347962382446,0.30660377358490565,0.14545454545454545,0.19069767441860466,0.13803680981595093,0.02240896358543417,0.375,0.16666666666666666,0.11239495798319328,0.3474903474903475,0.0443213296398892,0.0,0.0,0.0,0.0,0.0,0.050375607600530274,0.03773289494285266,0.11187438665358193,0.05210526315789473,0.8109393579072531,0.39056251666222336,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0011748120300751881,0.0011890606420927464,0.0021327645961077045,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254601226993865,0.0,0.0,0.2331932773109244,0.17436974789915966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1022389228119618,0.0,0.06578947368421052,0.043995243757431635,0.02106105038656358,1
0.11764705882352942,0.0,0.0,0.0,0.0,0.0,0.5283018867924528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16816816816816818,0.08960000000000001,0.0,0.3363363363363364,0.0,0.0,0.0,0.017622180451127817,0.0178359096313912,0.030391895494534787,0
0.0,0.0,0.0,0.0,0.0,0.0,0.4386792452830188,0.0,0.0,0.0,0.0,0.0,0.06512605042016807,0.3918067226890756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05921343349536015,0.08392046344136526,0.0,0.010958646616541352,0.026159334126040427,0.017062116768861636,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865030674846625,0.0,0.14663461538461536,0.25910364145658266,0.25840336134453784,0.0,0.0,0.0,0.0,0.0492,0.0,0.0,0.09986743261157756,0.0,0.0,0.002819548872180451,0.002378121284185493,0.006664889362836576,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604,0.0,0.0,0.0,0.0,0.0,0.005780075187969925,0.00356718192627824,0.005331911490269261,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449612403100775,0.0,0.0,0.0,0.05532212885154062,0.08298319327731092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05479452054794521,0.0,0.0,0.0075187969924812035,0.008323424494649227,0.011730205278592377,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12290590261468605,0.0,0.03132518796992481,0.01426872770511296,0.020527859237536656,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317829457364341,0.196319018404908,0.0,0.0,0.05952380952380953,0.044117647058823525,0.0,0.0,0.136,0.1921921921921922,0.034,0.2689075630252101,0.12612612612612611,0.16305788775961114,0.0,0.0,0.013533834586466164,0.013079667063020214,0.03812316715542522,0
0.0,0.08986175115207372,0.22243346007604564,0.0,0.0,0.0,0.0,0.0,0.060465116279069774,0.0598159509202454,0.2184873949579832,0.0,0.1911764705882353,0.12289915966386555,0.15057915057915058,0.0,0.0,0.0,0.0,0.0,0.0,0.027397260273972605,0.13605761703460156,0.09126594700686948,0.028195488721804513,0.09155766944114148,0.06798187150093309,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044778456239235945,0.0,0.013477443609022557,0.019024970273483943,0.014662756598240468,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25225225225225223,0.0,0.06466259589791762,0.0,0.019285714285714285,0.01426872770511296,0.03065849106904825,0
0.18487394957983194,0.14516129032258066,0.1673003802281369,0.0,0.03908794788273616,0.15673981191222572,0.11792452830188678,0.30303030303030304,0.13643410852713178,0.03834355828220859,0.03361344537815126,0.0,0.2030812324929972,0.1449579831932773,0.43629343629343625,0.0332409972299169,0.0,0.0,0.0,0.0,0.0,0.16747680070702609,0.0,0.05839057899901864,0.029652255639097742,0.043995243757431635,0.1348973607038123,1
0.0,0.0,0.07224334600760457,0.18095238095238092,0.12377850162866452,0.11912225705329155,0.0,0.2303030303030303,0.0,0.058282208588957066,0.0,0.0,0.2710084033613446,0.2027310924369748,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.019257867543447625,0.0,0.009981203007518796,0.013079667063020214,0.026126366302319383,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34103641456582634,0.0,0.0,0.0,0.0,0.0,0.2924,0.0,0.7297297297297298,0.0,0.0,0.0,0.004332706766917294,0.004756242568370986,0.004798720341242335,0
0.0,0.17050691244239632,0.0,0.0,0.0,0.0,0.0,0.0,0.0372093023255814,0.07515337423312883,0.0,0.11778846153846152,0.18977591036414565,0.12920168067226892,0.0,0.0,0.0,0.0,0.0,0.0,0.07207207207207207,0.06495802032699956,0.023015500234852042,0.0,0.014915413533834588,0.06420927467300831,0.07491335643828312,0
0.03361344537815126,0.0,0.0,0.0,0.0,0.0,0.1509433962264151,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01634997790543527,0.0,0.0,0.013073308270676692,0.04161712247324613,0.029058917621967474,1
0.01785714285714286,0.06912442396313362,0.043726235741444866,0.08095238095238096,0.00977198697068404,0.29780564263322884,0.17452830188679244,0.060606060606060615,0.0992248062015504,0.07822085889570553,0.09523809523809523,0.08173076923076923,0.1925770308123249,0.14285714285714288,0.10424710424710426,0.19667590027700832,0.0,0.0,0.0,0.0,0.0,0.01811754308440124,0.05933928291842805,0.06673209028459272,0.02200187969924812,0.2140309155766944,0.5209277525993068,1
0.0,0.0,0.0,0.6476190476190476,0.0,0.0,0.6415094339622641,0.0,0.0,0.20858895705521474,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4084084084084084,0.0,0.2782213871927352,0.10893032384690872,0.08202067669172933,0.07372175980975029,0.028259130898427087,1
0.0,0.12903225806451615,0.4277566539923955,0.0,0.0,0.0,0.0,0.0,0.0,0.08588957055214724,0.15686274509803924,0.0,0.11834733893557425,0.17752100840336135,0.21621621621621626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14247690621575074,0.133954857703631,0.012058270676691726,0.02497027348394768,0.031991468941615565,1
0.0,0.2511520737327189,0.0,0.0,0.0,0.0,0.0,0.0,0.3395348837209302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08720000000000001,0.16366366366366367,0.0,0.4600840336134454,0.0,0.14361467079098544,0.0,0.0,0.033703007518796985,0.05945303210463732,0.035190615835777116,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5829457364341085,0.0,0.0,0.0,0.018207282913165267,0.0,0.0,0.0,0.3008,0.4024024024024024,0.0,0.0,0.0,0.2430402121078215,0.007045561296383277,0.0,0.007866541353383459,0.011890606420927468,0.041855505198613696,0
0.057773109243697475,0.12672811059907835,0.20912547528517114,0.2619047619047619,0.716612377850163,0.0,0.0,0.0,0.08527131782945736,0.0,0.0,0.13221153846153846,0.23179271708683474,0.11554621848739495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07291206363234645,0.07750117426021605,0.0,0.1487406015037594,0.17479191438763375,0.10290589176219676,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069767441860465,0.1058282208588957,0.0,0.0,0.1953781512605042,0.07247899159663865,0.0,0.0,0.1672,0.0,0.0,0.0,0.0,0.0976579761378701,0.0,0.0,0.01112781954887218,0.013079667063020214,0.02186083711010397,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.021926691729323308,0.008323424494649227,0.0023993601706211675,0
0.0,0.08294930875576037,0.06844106463878327,0.1714285714285714,0.3550488599348535,0.0,0.0,0.0,0.055813953488372085,0.05521472392638037,0.5126050420168068,0.17548076923076922,0.1792717086834734,0.11449579831932775,0.138996138996139,0.3019390581717452,0.0,0.0,0.0,0.0,0.0,0.08086610693769332,0.0668545483012369,0.029931305201177618,0.03214285714285714,0.2271105826397146,0.08104505465209277,1
0.0,0.0,0.0,0.0,0.4006514657980456,0.0,0.0,0.0,0.19069767441860466,0.0,0.3445378151260504,0.0,0.0,0.0,0.0,0.0,0.1968,0.0,0.0,0.0,0.0,0.0,0.06309691560983248,0.0,0.009821428571428571,0.005945303210463733,0.011730205278592377,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12423312883435585,0.0,0.0,0.1715686274509804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432432432432433,0.0,0.0,0.0,0.006428571428571429,0.004756242568370986,0.016795521194348174,0
0.0,0.1152073732718894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07668711656441718,0.0,0.0,0.14145658263305322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3033033033033033,0.03977021652673442,0.028338813214341625,0.0,0.009398496240601505,0.013079667063020214,0.03225806451612903,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010663822980538523,0
0.0,0.12211981566820278,0.0,0.1238095238095238,0.0,0.0,0.0,0.0,0.16434108527131785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03903903903903904,0.0,0.0,0.0,0.017233760494918253,0.0,0.0,0.015469924812030078,0.09036860879904876,0.04558784324180218,0
0.0388655462184874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1057422969187675,0.0,0.0,0.0,0.4544,0.6246246246246246,0.0,0.0,0.0,0.11533362792752985,0.0,0.0,0.0010714285714285721,0.004756242568370986,0.010130631831511595,0
