X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,Y
0.1120689655172414,0.11239495798319328,0.0,0.0,0.30608365019011413,0.0,0.34853420195439744,0.08150470219435738,0.12264150943396225,0.0,0.0,0.12403100775193798,0.0,0.0,0.0,0.0,0.0,0.3870192307692308,0.2450980392156863,0.0,0.1407563025210084,0.0,0.0,0.07202216066481995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09603841536614646,0.0,0.0,0.0,0.0,0.040653999116217414,0.0,0.0507280413339596,0.0,0.0,0.05985902255639097,0.060642092746730075,0.09010930418555052,1
0.0,0.05672268907563026,0.0,0.0,0.0,0.0,0.35179153094462545,0.0,0.0,0.10266159695817492,0.3272727272727273,0.08372093023255814,0.0,0.0,0.0,0.3328220858895706,0.0,0.12980769230769232,0.22829131652661064,0.0,0.11344537815126052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06482593037214886,0.0,0.0,0.0,0.0,0.0,0.0,0.05229372162204477,0.0,0.0,0.0030545112781954886,0.0047562425683709865,0.01386296987470008,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3260188087774295,0.0,0.0,0.3151515151515152,0.16124031007751938,0.203125,0.0,0.0,0.15950920245398773,0.0,0.0,0.2563025210084034,0.2946175637393768,0.1092436974789916,0.0,0.6061776061776062,0.1440443213296399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08439016752779081,0.13199214916584887,0.0,0.0449906015037594,0.054696789536266346,0.0722474006931485,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7836990595611286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35014005602240894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15006002400960383,0.0,0.0,0.0,0.0,0.08307556341140081,0.0,0.0,0.09224730127576054,0.0,0.023919172932330826,0.023781212841854932,0.020527859237536656,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09147286821705426,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.125,0.0,0.0,0.0,0.09519999999999999,0.17867867867867868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045514803358373844,0.0,0.0,0.0,0.0,0.01960526315789474,0.06420927467300831,0.03758997600639829,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30760000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015995734470807786,0
0.0,0.0,0.0,0.0,0.34410646387832705,0.0,0.0,0.0,0.0,0.0,0.0,0.2806201550387597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2717631462660186,0.0,0.0,0.0,0.0,0.0036466165413533824,0.0047562425683709865,0.006398293788323114,0
0.0,0.052521008403361345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31007751937984496,0.0,0.0,0.0,0.0,0.1400560224089636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15015015015015015,0.0,0.0,0.13513513513513511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0900900900900901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004398496240601506,0.0047562425683709865,0.01812849906691549,0
0.0,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12927756653992398,0.8242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.07142857142857144,0.0,0.0,0.0,0.054400000000000004,0.0,0.0,0.14285714285714288,0.0,0.0,0.5018450184501846,0.0,0.0,0.0,0.1904761904761905,0.0,0.4084084084084084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27205882352941174,0.0,0.0,0.0,0.026560150375939846,0.034482758620689655,0.07011463609704079,1
0.0,0.0,0.12672811059907835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08527131782945736,0.21484375000000003,0.0,0.0,0.0,0.0,0.0,0.03851540616246499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06979695431472081,0.0,0.0,0.0,0.038444542642509946,0.0,0.0,0.0,0.0,0.014473684210526316,0.054696789536266346,0.024793388429752067,0
